,time,data
20,1162054.7312909001,"[-0.015086700208485126, -0.012607960030436516, 0.04068809002637863, -0.024076560512185097, -0.017369849607348442, -0.011990640312433243, 0.034272730350494385, -0.023553509265184402, -0.011451239697635174, -0.021779349073767662, 0.0007545700063928962, -0.018570780754089355, -0.010103919543325901, -0.019270310178399086, 0.044667769223451614, -0.0052275401540100574, -0.008084160275757313, 0.029172180220484734, -0.019868789240717888, -0.028444670140743256, -0.013126939535140991, -0.010684859938919544, -0.017094939947128296, -0.027999689802527428, -0.028888549655675888, -0.025208089500665665, 0.06221790984272957, -0.014502789825201035, -0.01030576042830944, -0.026737980544567108, 0.07199884206056595, 0.024643929675221443, -0.005339324939996004, -0.008032425306737423, -0.008097000420093536, -0.005128724966198206, -0.0065050250850617886, -0.0065574501641094685, -0.006458450108766556, -0.010452224873006344, -0.00453025009483099, -0.0076041747815907, -0.008119500242173672, -0.005094650201499462, -0.006737549789249897, -0.0065154749900102615, -0.006591424811631441, -0.010281724855303764, -0.0034280249383300543, -0.007962824776768684, -0.007960000075399876, -0.005446474999189377, -0.00645479978993535, -0.006546849850565195, -0.006385750137269497, -0.010295799933373928, 0.0, 2184265.0]"
21,1162054.7332440251,"[-0.016256390139460564, -0.0131995202973485, 0.03980889916419983, -0.02450942061841488, -0.017658859491348267, -0.01303801964968443, 0.033468861132860184, -0.02406029962003231, -0.011705500073730946, -0.022158460691571236, -0.0008857200155034661, -0.019177209585905075, -0.010592680424451828, -0.01981440931558609, 0.0439414381980896, -0.006649469956755638, -0.009080089628696442, 0.028148099780082703, -0.02055191993713379, -0.028750870376825333, -0.013507279567420483, -0.011401659809052944, -0.018276110291481018, -0.02830079011619091, -0.029672810807824135, -0.025912590324878693, 0.061526499688625336, -0.014776590280234814, -0.01136418990790844, -0.027116229757666588, 0.07143150269985199, 0.0236485805362463, -0.005337649956345558, -0.008028275333344936, -0.008093425072729588, -0.005128324963152409, -0.006500650197267532, -0.006554725114256144, -0.006454925052821636, -0.010444625280797482, -0.004539099987596273, -0.007597149815410376, -0.008117450401186943, -0.005101500079035759, -0.006734449882060289, -0.006514649838209152, -0.006587650161236525, -0.01027585007250309, -0.0034244500566273928, -0.00795810017734766, -0.00795272458344698, -0.005446800030767918, -0.006451149936765432, -0.006541324779391289, -0.00638237502425909, -0.010288399644196033, 0.0, 2184266.0]"
22,1162054.7351971501,"[-0.018146270886063576, -0.013724089600145817, 0.03807124122977257, -0.024866169318556786, -0.01783910021185875, -0.014060759916901588, 0.03201223909854889, -0.02448791079223156, -0.011839759536087513, -0.022424599155783653, -0.0037600500509142876, -0.01967906951904297, -0.010938219726085663, -0.020234739407896996, 0.042636629194021225, -0.009479910135269165, -0.009939569979906082, 0.02644713968038559, -0.02107344940304756, -0.02894522063434124, -0.013777250424027443, -0.011962209828197956, -0.0193772092461586, -0.02850262075662613, -0.030457159504294395, -0.02654643915593624, 0.06016635149717331, -0.01495871040970087, -0.013354039750993252, -0.02743959054350853, 0.07028602808713913, 0.02173786051571369, -0.005342349875718355, -0.008036600425839424, -0.008100800216197968, -0.005132350139319897, -0.006504650227725506, -0.006563774775713682, -0.006462824996560812, -0.01045097503811121, -0.004549324978142977, -0.007604225073009729, -0.00812817458063364, -0.005087174940854311, -0.006740175187587738, -0.0065201749093830585, -0.006594675127416849, -0.010281524620950222, -0.0033979499712586403, -0.007964224554598331, -0.007959599606692791, -0.005446549970656633, -0.00645639980211854, -0.006543424911797047, -0.006387474946677685, -0.010294600389897823, 0.0, 2184267.0]"
23,1162054.7371502751,"[-0.01944964937865734, -0.013921890407800674, 0.036503199487924576, -0.024957269430160522, -0.017814960330724716, -0.014482160098850727, 0.030747029930353165, -0.02461130917072296, -0.011790369637310505, -0.022444000467658043, -0.005866319872438908, -0.019828850403428078, -0.010984550230205059, -0.02031669020652771, 0.04152188077569008, -0.012017830274999142, -0.010263039730489254, 0.025067120790481567, -0.021202029660344124, -0.028934629634022713, -0.013799740001559258, -0.012121950276196003, -0.019802570343017578, -0.028507480397820473, -0.030768489465117455, -0.02677500993013382, 0.05896751955151558, -0.014954079873859882, -0.01505379006266594, -0.02753639966249466, 0.06926129013299942, 0.020022530108690262, -0.005358874797821045, -0.008044100366532803, -0.008108800277113914, -0.00513327494263649, -0.006511799991130829, -0.006571425125002861, -0.006467225030064583, -0.010456849820911884, -0.004535549785941839, -0.007610150147229433, -0.008134025149047375, -0.005087649915367365, -0.006745399907231331, -0.006521274801343679, -0.006597850006073713, -0.01028317492455244, -0.003405400086194277, -0.007964800111949444, -0.007965650409460068, -0.005438849795609713, -0.006460824981331825, -0.006547050084918737, -0.006391374859958887, -0.010298225097358227, 0.0, 2184268.0]"
24,1162054.7391034001,"[-0.020034469664096832, -0.01380900014191866, 0.03577116131782532, -0.024816490709781647, -0.017633099108934402, -0.01443431992083788, 0.030196240171790123, -0.02446890063583851, -0.011604109779000282, -0.022258730605244637, -0.006508879829198122, -0.019676409661769867, -0.010797039605677128, -0.02013028971850872, 0.041016899049282074, -0.013193470425903797, -0.010155869647860527, 0.02464359998703003, -0.021014060825109482, -0.028750639408826828, -0.013619990088045597, -0.011964109726250172, -0.019699349999427795, -0.02834836021065712, -0.030682459473609924, -0.02665298990905285, 0.058417558670043945, -0.014796819537878036, -0.015772279351949692, -0.027422960847616196, 0.06879547238349915, 0.019288210198283195, -0.005371974781155586, -0.00805602502077818, -0.008119500242173672, -0.0051322500221431255, -0.006519000045955181, -0.006582974921911955, -0.006474900059401989, -0.010467800311744213, -0.0045415498316287994, -0.007619575131684542, -0.008139925077557564, -0.005102349910885096, -0.006755774840712547, -0.006528025027364492, -0.006605050060898066, -0.010296224616467953, -0.003414449980482459, -0.00797325000166893, -0.007973425090312958, -0.0054489001631736755, -0.006468724925071001, -0.006559699773788452, -0.006399425212293863, -0.010310799814760685, 0.0, 2184269.0]"
25,1162054.7410565251,"[-0.019775040447711945, -0.013453859835863113, 0.03629672899842262, -0.024523140862584114, -0.017390739172697067, -0.013993119820952415, 0.0306900292634964, -0.024141669273376465, -0.011379010044038296, -0.021955840289592743, -0.005726090166717768, -0.01930386945605278, -0.010443709790706635, -0.019767900928854942, 0.04146246984601021, -0.01229063980281353, -0.009687810204923153, 0.02548266015946865, -0.02057527005672455, -0.02848239056766033, -0.013325699605047703, -0.011557020246982574, -0.019146060571074486, -0.028096210211515427, -0.03029038943350315, -0.026261819526553154, 0.058842770755290985, -0.01455703005194664, -0.015114770270884037, -0.027162039652466774, 0.06917393952608109, 0.01991925947368145, -0.005382149945944548, -0.008058100007474422, -0.008119874633848667, -0.005129000172019005, -0.006519425194710493, -0.006579774897545576, -0.006471499800682068, -0.010468849912285805, -0.004551675170660019, -0.007617975119501352, -0.008138375356793404, -0.005097249988466501, -0.006754400208592415, -0.006528624799102545, -0.0066038998775184155, -0.010300274938344955, -0.0034148499835282564, -0.00797485001385212, -0.007972224615514278, -0.005456199869513512, -0.006467950064688921, -0.006560999900102615, -0.00640127481892705, -0.010313625447452068, 0.0, 2184270.0]"
26,1162054.7430096501,"[-0.018719110637903214, -0.012962710112333298, 0.037861168384552, -0.024184109643101692, -0.017199350520968437, -0.013200709596276283, 0.031991031020879745, -0.023735910654067993, -0.011226640082895756, -0.021671880036592484, -0.003589229891076684, -0.018827570602297783, -0.01005828008055687, -0.019336290657520294, 0.04267174005508423, -0.009757479652762413, -0.008947419933974743, 0.02713521011173725, -0.020009720697999, -0.0282606091350317, -0.013045289553701878, -0.010995189659297466, -0.018199410289525986, -0.027874769642949104, -0.02967436984181404, -0.025712210685014725, 0.060041751712560654, -0.014361890032887459, -0.013384370133280754, -0.02686610072851181, 0.07021310180425644, 0.021571090444922447, -0.005376049783080816, -0.008058100007474422, -0.008120100013911724, -0.005139450076967478, -0.0065193502232432365, -0.006577149964869022, -0.006470224820077419, -0.010470874607563019, -0.004559400025755167, -0.007617374882102013, -0.008138099685311317, -0.005099049769341946, -0.0067534251138567924, -0.006527199875563383, -0.006604224909096956, -0.01030262466520071, -0.0034133000299334526, -0.007976475171744823, -0.007971875369548798, -0.0054581500589847565, -0.006469024810940027, -0.006560599897056818, -0.006399049889296293, -0.01031660009175539, 0.0, 2184271.0]"
27,1162054.7449627751,"[-0.01720857061445713, -0.012572039850056171, 0.03954248130321503, -0.023975679650902748, -0.017166579142212868, -0.012305960059165955, 0.03334252908825874, -0.023441269993782043, -0.011231830343604088, -0.021559489890933037, -0.0010575699852779508, -0.018478920683264732, -0.009851019829511642, -0.019058210775256157, 0.04392204061150551, -0.0070311399176716805, -0.008193439804017544, 0.02860358916223049, -0.01961163990199566, -0.028216499835252762, -0.012936189770698547, -0.01057066023349762, -0.017258919775485992, -0.027814410626888275, -0.029073569923639297, -0.025244079530239105, 0.06135081127285957, -0.01431570015847683, -0.011527730152010918, -0.026666350662708282, 0.07131148129701614, 0.023260070011019707, -0.005364350043237209, -0.008047100156545639, -0.00811109971255064, -0.005139150191098452, -0.006511799991130829, -0.0065650250762701035, -0.0064622750505805016, -0.010460799559950829, -0.004561524838209152, -0.007608599960803986, -0.008131825365126133, -0.005107549950480461, -0.006745025049895048, -0.006517549976706505, -0.006598825100809336, -0.01029209978878498, -0.0034177249763160944, -0.007965975441038609, -0.007964874617755413, -0.0054617999121546745, -0.00646222522482276, -0.006551850121468306, -0.006391599774360657, -0.010303799994289875, 0.0, 2184272.0]"
28,1162054.7469159001,"[-0.015732919797301292, -0.012509159743785858, 0.04056242108345032, -0.02402672916650772, -0.017315780743956566, -0.011844510212540627, 0.03416050970554352, -0.02344100922346115, -0.011390740051865578, -0.021681640297174454, 0.0005457099759951234, -0.018482079729437828, -0.009945889934897423, -0.019132880493998528, 0.044688910245895386, -0.00527318986132741, -0.007898819632828236, 0.029344409704208374, -0.01964391954243183, -0.02836197055876255, -0.013045930303633213, -0.010542820207774639, -0.01690801978111267, -0.027937810868024826, -0.028835099190473557, -0.025134820491075516, 0.062187280505895615, -0.014437969774007797, -0.010369949974119663, -0.026675330474972725, 0.0720030814409256, 0.024268649518489838, -0.005358225200325251, -0.008041474968194962, -0.008103975094854832, -0.005133349914103746, -0.0065055000595748425, -0.006560749839991331, -0.006461175158619881, -0.010456974618136883, -0.0045535750687122345, -0.007607975043356419, -0.008129024878144264, -0.005098875146359205, -0.006740274839103222, -0.006516775116324425, -0.006597300060093403, -0.01028792466968298, -0.0034240500535815954, -0.007963400334119797, -0.007960675284266472, -0.005463874898850918, -0.006459149997681379, -0.006546725053340197, -0.006390400230884552, -0.010296200402081013, 0.0, 2184273.0]"
29,1162054.7488690251,"[-0.015774540603160858, -0.012918610125780106, 0.040347371250391006, -0.024363720789551735, -0.01758038066327572, -0.012470579706132412, 0.03390536829829216, -0.023824449628591537, -0.011628760024905205, -0.022016430273652077, 4.00200005969964e-05, -0.018962599337100983, -0.01035371981561184, -0.01955989934504032, 0.0444888211786747, -0.005605360027402639, -0.008567189797759056, 0.028924239799380302, -0.02020324021577835, -0.028632499277591705, -0.013368800282478333, -0.011065440252423286, -0.017688659951090813, -0.02820616029202938, -0.02932487055659294, -0.02560473047196865, 0.062042541801929474, -0.014686480164527893, -0.010644810274243355, -0.026960959658026695, 0.07188083976507187, 0.023957720026373863, -0.0053468248806893826, -0.008033675141632557, -0.00809247512370348, -0.005135875195264816, -0.006499624811112881, -0.0065553500317037106, -0.006457149982452393, -0.010447675362229347, -0.0045490749180316925, -0.007603224832564592, -0.00812117476016283, -0.00508844992145896, -0.006732650101184845, -0.006511049810796976, -0.006590399891138077, -0.010279474779963493, -0.0034278249368071556, -0.007959024980664253, -0.007952949963510036, -0.005463374778628349, -0.006453425157815218, -0.006539400201290846, -0.006387299858033657, -0.010286624543368816, 0.0, 2184274.0]"
30,1162054.7508221501,"[-0.017353810369968414, -0.013507920317351818, 0.0389694906771183, -0.024765539914369583, -0.017814820632338524, -0.013597870245575905, 0.03272312879562378, -0.024311039596796036, -0.011817540042102337, -0.022356940433382988, -0.002365519991144538, -0.01953713968396187, -0.010795170441269875, -0.020035820081830025, 0.0434127114713192, -0.007898489944636822, -0.009555470198392868, 0.027506910264492035, -0.02085334062576294, -0.028887420892715454, -0.013699740171432495, -0.011734959669411182, -0.01893329992890358, -0.028465790674090385, -0.03015458956360817, -0.02627613954246044, 0.060997169464826584, -0.014917089603841305, -0.012237089686095715, -0.027323400601744652, 0.07101842761039734, 0.022442009299993515, -0.005347275175154209, -0.008037449792027473, -0.008096975274384022, -0.005138650070875883, -0.006506524980068207, -0.00656240014359355, -0.006463599856942892, -0.010452399961650372, -0.004552700091153383, -0.007605399936437607, -0.00812347512692213, -0.005089149810373783, -0.006738400086760521, -0.0065148500725626945, -0.0065934499725699425, -0.010281849652528763, -0.0034010501112788916, -0.007964224554598331, -0.007957150228321552, -0.0054519749246537685, -0.006456275004893541, -0.00654279999434948, -0.006390050053596497, -0.010289425030350685, 0.0, 2184275.0]"
31,1162054.7527752751,"[-0.018922900781035423, -0.01387150026857853, 0.03725215047597885, -0.02497822977602482, -0.017881790176033974, -0.014315269887447357, 0.03133080154657364, -0.024573730304837227, -0.011852050200104713, -0.022493060678243637, -0.005062909796833992, -0.01983305998146534, -0.011000029742717743, -0.0202691201120615, 0.04209420084953308, -0.01079931017011404, -0.010147970169782639, 0.025879809632897377, -0.021193020045757294, -0.02897346019744873, -0.013838210143148899, -0.012102720327675343, -0.01968057081103325, -0.028560420498251915, -0.030680960044264793, -0.026693379506468773, 0.05964433029294014, -0.014996870420873165, -0.014205710031092167, -0.027527600526809692, 0.06987732648849487, 0.02058665081858635, -0.005352649837732315, -0.008042325265705585, -0.008102799765765667, -0.0051359748467803, -0.006509874947369099, -0.0065656499937176704, -0.006465274840593338, -0.010454650036990643, -0.00455040019005537, -0.007607025094330311, -0.00812700018286705, -0.005093799903988838, -0.0067431251518428326, -0.006517650093883276, -0.0065964749082922935, -0.010281224735081196, -0.003407825017347932, -0.007964200340211391, -0.007961975410580635, -0.005463799927383661, -0.006456275004893541, -0.006547700148075819, -0.0063923997804522514, -0.010293000377714634, 0.0, 2184276.0]"
32,1162054.7547284001,"[-0.01988632045686245, -0.013913939706981182, 0.03597927838563919, -0.02494419924914837, -0.01776880957186222, -0.014502470381557941, 0.03038249909877777, -0.02455602027475834, -0.011728529818356037, -0.022404270246624947, -0.006493269931524992, -0.01981404982507229, -0.010931280441582203, -0.02021194063127041, 0.0411917082965374, -0.012890789657831192, -0.010255520232021809, 0.02486995980143547, -0.02115488052368164, -0.028864260762929916, -0.013750669546425343, -0.012112709693610668, -0.019832640886306763, -0.02846699021756649, -0.03077262081205845, -0.026737570762634277, 0.05868060886859894, -0.014903940260410309, -0.015567519702017307, -0.027515770867466927, 0.06904187798500061, 0.01930730976164341, -0.005366724915802479, -0.008053175173699856, -0.008116750046610832, -0.0051304250955581665, -0.00651912484318018, -0.006577224936336279, -0.006469975225627422, -0.010467950254678726, -0.004552899859845638, -0.007616099901497364, -0.008137425407767296, -0.005100300069898367, -0.006751149892807007, -0.006528925150632858, -0.006604074966162443, -0.01029092539101839, -0.00343515002168715, -0.007975050248205662, -0.007973224855959415, -0.005461975000798702, -0.006466675084084272, -0.006559074856340885, -0.006400874815881252, -0.010309024713933468, 0.0, 2184277.0]"
33,1162054.7566815251,"[-0.02004610002040863, -0.013662849552929401, 0.03582669049501419, -0.024702219292521477, -0.01753878965973854, -0.014255959540605545, 0.030361680313944817, -0.02430940978229046, -0.01150703988969326, -0.022142650559544563, -0.006428409833461046, -0.019543960690498352, -0.010652500204741955, -0.019929779693484306, 0.041152410209178925, -0.013139430433511734, -0.00995388999581337, 0.025074589997529984, -0.020815610885620117, -0.0286132600158453, -0.013491390272974968, -0.011819319799542427, -0.019493289291858673, -0.028237920254468918, -0.03051467053592205, -0.0264651607722044, 0.058604490011930466, -0.014689790084958076, -0.015636790543794632, -0.02731109969317913, 0.06899675726890564, 0.019350359216332436, -0.005373099818825722, -0.008056050166487694, -0.008123675361275673, -0.005122600123286247, -0.006519299931824207, -0.006577275227755308, -0.006467924918979406, -0.010470899753272533, -0.0045578498393297195, -0.007622125092893839, -0.008139475248754025, -0.005099350120872259, -0.006750174798071384, -0.006530100014060736, -0.006603000219911337, -0.010289674624800682, -0.003436849918216467, -0.007978050038218498, -0.007976800203323364, -0.005452900193631649, -0.006472050212323666, -0.006560599897056818, -0.00640220008790493, -0.010313999839127064, 0.0, 2184278.0]"
34,1162054.7586346501,"[-0.019377289339900017, -0.013218550011515617, 0.0368979386985302, -0.02434515953063965, -0.017294779419898987, -0.013639469631016254, 0.031282439827919006, -0.02391487918794155, -0.011294069699943066, -0.021828489378094673, -0.00500113982707262, -0.019111359491944313, -0.01026702020317316, -0.019523659721016884, 0.042006731033325195, -0.011399909853935242, -0.009333820082247257, 0.02634423039853573, -0.020297229290008545, -0.028346750885248184, -0.013181749731302261, -0.011320640332996845, -0.018742380663752556, -0.027980290353298187, -0.029997380450367928, -0.0259711891412735, 0.05944943055510521, -0.014458919875323772, -0.014399710111320019, -0.027002990245819092, 0.06973983347415924, 0.02067556045949459, -0.005381649825721979, -0.008058000355958939, -0.008125725202262402, -0.005130525212734938, -0.0065218498930335045, -0.006579725071787834, -0.006468574982136488, -0.010473725385963917, -0.004567124880850315, -0.007627274841070175, -0.00814144965261221, -0.0050973747856915, -0.006752524990588427, -0.006530324928462505, -0.006604600232094526, -0.010296224616467953, -0.0034282500855624676, -0.00798107497394085, -0.007978725247085094, -0.005456599872559309, -0.006475850008428097, -0.006565900053828955, -0.006405599880963564, -0.010322424583137035, 0.0, 2184279.0]"
